rank_in_inventory,canonical_key,formal_name,db_name,official_url,koeki_info_url,koeki_registered,admin_agency,prefecture_or_address,financial_document_year,annual_grant_amount_yen_existing,total_assets_yen_existing,jfc_rank_2022,foundation_subtype,koeki_research_score,duplicate_rows_collapsed,verification_status
145,近藤記念財団,公益財団法人近藤記念財団,公益財団法人近藤記念財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E8%BF%91%E8%97%A4%E8%A8%98%E5%BF%B5%E8%B2%A1%E5%9B%A3,yes,内閣府,大阪府大阪市西淀川区竹島五丁目7番12号,,,,,individual,6,1,koeki_name_matched_official_url_needed
146,隈科学技術文化振興会,公益財団法人隈科学技術・文化振興会,公益財団法人隈科学技術・文化振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E9%9A%88%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E3%83%BB%E6%96%87%E5%8C%96%E6%8C%AF%E8%88%88%E4%BC%9A,yes,福岡県,福岡県古賀市青柳３１０８番地３,,,,,corporate,6,1,koeki_name_matched_official_url_needed
147,難病医学研究財団,公益財団法人難病医学研究財団,公益財団法人難病医学研究財団,https://www.nanbyou.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E9%9B%A3%E7%97%85%E5%8C%BB%E5%AD%A6%E7%A0%94%E7%A9%B6%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都千代田区神田淡路町１丁目７番地,,,,,academic,6,1,official_url_and_koeki_name_matched
148,飯島藤十郎記念食品科学振興財団,公益財団法人飯島藤十郎記念食品科学振興財団,公益財団法人飯島藤十郎記念食品科学振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E9%A3%AF%E5%B3%B6%E8%97%A4%E5%8D%81%E9%83%8E%E8%A8%98%E5%BF%B5%E9%A3%9F%E5%93%81%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,千葉県市川市市川一丁目９番２号,,,,,,6,1,koeki_name_matched_official_url_needed
149,高エネルギー加速器科学研究奨励会,公益財団法人高エネルギー加速器科学研究奨励会,公益財団法人高エネルギー加速器科学研究奨励会,https://heas.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E9%AB%98%E3%82%A8%E3%83%8D%E3%83%AB%E3%82%AE%E3%83%BC%E5%8A%A0%E9%80%9F%E5%99%A8%E7%A7%91%E5%AD%A6%E7%A0%94%E7%A9%B6%E5%A5%A8%E5%8A%B1%E4%BC%9A,yes,内閣府,茨城県つくば市大穂１－１大学共同利用機関法人高エネルギー加速器研究機構内,,,,,corporate,6,1,official_url_and_koeki_name_matched
150,高村育英会,公益財団法人高村育英会,公益財団法人高村育英会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E9%AB%98%E6%9D%91%E8%82%B2%E8%8B%B1%E4%BC%9A,yes,神奈川県,神奈川県横浜市都筑区仲町台３丁目１２番３号,,,,,individual,6,1,koeki_name_matched_official_url_needed
151,eneos東燃ゼネラル研究奨励奨学会,公益財団法人ＥＮＥＯＳ東燃ゼネラル研究奨励・奨学会,公益財団法人ＥＮＥＯＳ東燃ゼネラル研究奨励・奨学会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%EF%BC%A5%EF%BC%AE%EF%BC%A5%EF%BC%AF%EF%BC%B3%E6%9D%B1%E7%87%83%E3%82%BC%E3%83%8D%E3%83%A9%E3%83%AB%E7%A0%94%E7%A9%B6%E5%A5%A8%E5%8A%B1%E3%83%BB%E5%A5%A8%E5%AD%A6%E4%BC%9A,yes,内閣府,東京都中央区日本橋茅場町二丁目６番１号,,,,,academic,6,1,koeki_name_matched_official_url_needed
152,つくし奨学研究基金,公益財団法人つくし奨学・研究基金,公益財団法人つくし奨学・研究基金,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%81%A4%E3%81%8F%E3%81%97%E5%A5%A8%E5%AD%A6%E3%83%BB%E7%A0%94%E7%A9%B6%E5%9F%BA%E9%87%91,yes,内閣府,北海道札幌市清田区真栄３６３番地３２,,,,,individual,5,1,koeki_name_matched_official_url_needed
153,ふくしま海洋科学館,公益財団法人ふくしま海洋科学館,公益財団法人ふくしま海洋科学館,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%81%B5%E3%81%8F%E3%81%97%E3%81%BE%E6%B5%B7%E6%B4%8B%E7%A7%91%E5%AD%A6%E9%A4%A8,yes,福島県,福島県いわき市小名浜字辰巳町５０番地,,,,,corporate,5,1,koeki_name_matched_official_url_needed
154,ふくしま科学振興協会,公益財団法人ふくしま科学振興協会,公益財団法人ふくしま科学振興協会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%81%B5%E3%81%8F%E3%81%97%E3%81%BE%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E5%8D%94%E4%BC%9A,yes,福島県,福島県須賀川市虹の台１００番地,,,,,corporate,5,1,koeki_name_matched_official_url_needed
155,アサヒグループ財団,公益財団法人アサヒグループ財団,公益財団法人アサヒグループ財団,https://www.asahigroup-foundation.com,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%A2%E3%82%B5%E3%83%92%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都墨田区吾妻橋１丁目２３番１号,,,,,corporate,5,1,official_url_and_koeki_name_matched
156,インテリジェントコスモス学術振興財団,公益財団法人インテリジェント・コスモス学術振興財団,公益財団法人インテリジェント・コスモス学術振興財団,http://www3.ic-net.or.jp/~incos,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%A4%E3%83%B3%E3%83%86%E3%83%AA%E3%82%B8%E3%82%A7%E3%83%B3%E3%83%88%E3%83%BB%E3%82%B3%E3%82%B9%E3%83%A2%E3%82%B9%E5%AD%A6%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,宮城県仙台市青葉区南吉成６丁目６番地の３,,,,,corporate,5,1,official_url_and_koeki_name_matched
157,エプソン国際奨学財団,公益財団法人エプソン国際奨学財団,公益財団法人エプソン国際奨学財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%A8%E3%83%97%E3%82%BD%E3%83%B3%E5%9B%BD%E9%9A%9B%E5%A5%A8%E5%AD%A6%E8%B2%A1%E5%9B%A3,yes,内閣府,長野県諏訪市大和三丁目３番５号,,,,,intl,5,1,koeki_name_matched_official_url_needed
158,コメリ緑育成財団,公益財団法人コメリ緑育成財団,公益財団法人コメリ緑育成財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%B3%E3%83%A1%E3%83%AA%E7%B7%91%E8%82%B2%E6%88%90%E8%B2%A1%E5%9B%A3,yes,内閣府,新潟県新潟市南区清水４５０１番地１,,,,,,5,1,koeki_name_matched_official_url_needed
159,シオノギ感染症研究振興財団,公益財団法人シオノギ感染症研究振興財団,公益財団法人シオノギ感染症研究振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%B7%E3%82%AA%E3%83%8E%E3%82%AE%E6%84%9F%E6%9F%93%E7%97%87%E7%A0%94%E7%A9%B6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,大阪府大阪市北区大深町5番54号グラングリーン大阪南館パークタワー,,,,,corporate,5,1,koeki_name_matched_official_url_needed
160,タナカ財団,公益財団法人タナカ財団,公益財団法人タナカ財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%82%BF%E3%83%8A%E3%82%AB%E8%B2%A1%E5%9B%A3,yes,富山県,富山県富山市婦中町島田３２８,,,,,academic,5,1,koeki_name_matched_official_url_needed
161,テルモ生命科学振興財団,公益財団法人テルモ生命科学振興財団,公益財団法人テルモ生命科学振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%83%86%E3%83%AB%E3%83%A2%E7%94%9F%E5%91%BD%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,神奈川県足柄上郡中井町井ノ口１５００番地,,,,,,5,1,koeki_name_matched_official_url_needed
162,トランスコスモス財団,公益財団法人トランスコスモス財団,公益財団法人トランスコスモス財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%83%88%E3%83%A9%E3%83%B3%E3%82%B9%E3%82%B3%E3%82%B9%E3%83%A2%E3%82%B9%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都港区南青山一丁目1番1号新青山ビル西館16階,,,,,academic,5,1,koeki_name_matched_official_url_needed
163,ニューテクノロジー振興財団,公益財団法人ニューテクノロジー振興財団,公益財団法人ニューテクノロジー振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%86%E3%82%AF%E3%83%8E%E3%83%AD%E3%82%B8%E3%83%BC%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都千代田区外神田３丁目９番２号,,,,,corporate,5,1,koeki_name_matched_official_url_needed
164,ノバルティス科学振興財団,公益財団法人ノバルティス科学振興財団,公益財団法人ノバルティス科学振興財団,http://www.novartisfound.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%83%8E%E3%83%90%E3%83%AB%E3%83%86%E3%82%A3%E3%82%B9%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都港区虎ノ門１丁目２３番１号虎ノ門ヒルズ森タワー虎ノ門ヒルズ31階,,,,,corporate,5,1,official_url_and_koeki_name_matched
165,パナック財団,公益財団法人パナック財団,公益財団法人パナック財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%83%91%E3%83%8A%E3%83%83%E3%82%AF%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都港区芝浦三丁目１番１号田町ステーションタワーＮ３３階,,,,,intl,5,1,koeki_name_matched_official_url_needed
166,ヒロセ財団,公益財団法人ヒロセ財団,公益財団法人ヒロセ財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%83%92%E3%83%AD%E3%82%BB%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都港区六本木１丁目７番２７号全特六本木ビル　East 5F,,,,,,5,1,koeki_name_matched_official_url_needed
167,フジシール財団,公益財団法人フジシール財団,公益財団法人フジシール財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%83%95%E3%82%B8%E3%82%B7%E3%83%BC%E3%83%AB%E8%B2%A1%E5%9B%A3,yes,内閣府,大阪府大阪市淀川区宮原四丁目１番９号,,,,,academic,5,1,koeki_name_matched_official_url_needed
168,ホクト生物科学振興財団,公益財団法人ホクト生物科学振興財団,公益財団法人ホクト生物科学振興財団,http://www.hokto-kinoko.co.jp/etc/bio.php,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%83%9B%E3%82%AF%E3%83%88%E7%94%9F%E7%89%A9%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,長野県長野市大字南堀字村東１３８番地１ホクト株式会社（内）,,,,,corporate,5,1,official_url_and_koeki_name_matched
169,レーザー技術総合研究所,公益財団法人レーザー技術総合研究所,公益財団法人レーザー技術総合研究所,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E3%83%AC%E3%83%BC%E3%82%B6%E3%83%BC%E6%8A%80%E8%A1%93%E7%B7%8F%E5%90%88%E7%A0%94%E7%A9%B6%E6%89%80,yes,内閣府,大阪府大阪市西区靱本町１丁目８番４号大阪科学技術センタービル,,,,,corporate,5,1,koeki_name_matched_official_url_needed
170,三菱財団,公益財団法人三菱財団,公益財団法人三菱財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%B8%89%E8%8F%B1%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都千代田区丸の内二丁目３番１号三菱商事ビルディング２１階,2024,,,,,5,1,koeki_name_matched_official_url_needed
171,三豊科学技術振興協会,公益財団法人三豊科学技術振興協会,公益財団法人三豊科学技術振興協会,http://www.mast.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%B8%89%E8%B1%8A%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E5%8D%94%E4%BC%9A,yes,内閣府,神奈川県川崎市高津区坂戸１丁目２０番１号,,,,,corporate,5,1,official_url_and_koeki_name_matched
172,下中記念財団,公益財団法人下中記念財団,公益財団法人下中記念財団,http://www.shimonaka.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%B8%8B%E4%B8%AD%E8%A8%98%E5%BF%B5%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都新宿区余丁町７番地１発明学会ビル５０２号室,,,,,individual,5,1,official_url_and_koeki_name_matched
173,両備てい園記念財団,公益財団法人両備てい園記念財団,公益財団法人両備てい園記念財団,http://www.ryobi.gr.jp/teienzaidan,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%B8%A1%E5%82%99%E3%81%A6%E3%81%84%E5%9C%92%E8%A8%98%E5%BF%B5%E8%B2%A1%E5%9B%A3,yes,岡山県,岡山県岡山市北区下石井二丁目10番12号,,,,,individual,5,1,official_url_and_koeki_name_matched
174,中外創薬科学財団,公益財団法人中外創薬科学財団,公益財団法人中外創薬科学財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%B8%AD%E5%A4%96%E5%89%B5%E8%96%AC%E7%A7%91%E5%AD%A6%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都中央区日本橋本町四丁目１１－５,,,,,,5,1,koeki_name_matched_official_url_needed
175,中山報恩会,公益財団法人中山報恩会,公益財団法人中山報恩会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%B8%AD%E5%B1%B1%E5%A0%B1%E6%81%A9%E4%BC%9A,yes,内閣府,大阪府大阪市中央区西心斎橋１丁目４番５号,,,,,academic,5,1,koeki_name_matched_official_url_needed
176,中村元東方研究所,公益財団法人中村元東方研究所,公益財団法人中村元東方研究所,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%B8%AD%E6%9D%91%E5%85%83%E6%9D%B1%E6%96%B9%E7%A0%94%E7%A9%B6%E6%89%80,yes,内閣府,東京都千代田区外神田２丁目１７番２号,,,,,academic,5,1,koeki_name_matched_official_url_needed
177,中部科学技術センター,公益財団法人中部科学技術センター,公益財団法人中部科学技術センター,https://www.cstc.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%B8%AD%E9%83%A8%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC,yes,内閣府,愛知県名古屋市中区大須１丁目３５番１８号,,,,,corporate,5,1,official_url_and_koeki_name_matched
178,予防医学事業中央会,公益財団法人予防医学事業中央会,公益財団法人予防医学事業中央会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%BA%88%E9%98%B2%E5%8C%BB%E5%AD%A6%E4%BA%8B%E6%A5%AD%E4%B8%AD%E5%A4%AE%E4%BC%9A,yes,内閣府,東京都新宿区市谷砂土原町１丁目２番地,,,,,academic,5,1,koeki_name_matched_official_url_needed
179,五所川原市教育振興会,公益財団法人五所川原市教育振興会,公益財団法人五所川原市教育振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%BA%94%E6%89%80%E5%B7%9D%E5%8E%9F%E5%B8%82%E6%95%99%E8%82%B2%E6%8C%AF%E8%88%88%E4%BC%9A,yes,青森県,青森県五所川原市字布屋町４１番地１,,,,,corporate,5,1,koeki_name_matched_official_url_needed
180,井上科学振興財団,公益財団法人井上科学振興財団,公益財団法人井上科学振興財団,http://www.inoue-zaidan.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%BA%95%E4%B8%8A%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都渋谷区南平台町１５番１５号,,,,,corporate,5,1,official_url_and_koeki_name_matched
181,京都健康管理研究会,公益財団法人京都健康管理研究会,公益財団法人京都健康管理研究会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%BA%AC%E9%83%BD%E5%81%A5%E5%BA%B7%E7%AE%A1%E7%90%86%E7%A0%94%E7%A9%B6%E4%BC%9A,yes,京都府,京都府京都市中京区三条通高倉東入桝屋町５７番地,,,,,academic,5,1,koeki_name_matched_official_url_needed
182,京都大学教育研究振興財団,公益財団法人京都大学教育研究振興財団,公益財団法人京都大学教育研究振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%BA%AC%E9%83%BD%E5%A4%A7%E5%AD%A6%E6%95%99%E8%82%B2%E7%A0%94%E7%A9%B6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,京都府,京都府京都市左京区吉田近衛町６９番地,,,,,academic,5,1,koeki_name_matched_official_url_needed
183,伊藤忠兵衛基金,公益財団法人伊藤忠兵衛基金,公益財団法人伊藤忠兵衛基金,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%BC%8A%E8%97%A4%E5%BF%A0%E5%85%B5%E8%A1%9B%E5%9F%BA%E9%87%91,yes,内閣府,大阪府大阪市中央区南本町三丁目６番１４号,,,,,academic,5,1,koeki_name_matched_official_url_needed
184,信州医学振興会,公益財団法人信州医学振興会,公益財団法人信州医学振興会,http://www.shinshu-u.ac.jp/group/i-shinkoukai,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E4%BF%A1%E5%B7%9E%E5%8C%BB%E5%AD%A6%E6%8C%AF%E8%88%88%E4%BC%9A,yes,長野県,長野県松本市旭３丁目１番１号,,,,,corporate,5,1,official_url_and_koeki_name_matched
185,健康加齢医学振興財団,公益財団法人健康加齢医学振興財団,公益財団法人健康加齢医学振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%81%A5%E5%BA%B7%E5%8A%A0%E9%BD%A2%E5%8C%BB%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,京都府京都市左京区下鴨森本町15番地生産開発科学研究所3F,,,,,corporate,5,1,koeki_name_matched_official_url_needed
186,健康科学財団,公益財団法人健康科学財団,公益財団法人健康科学財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%81%A5%E5%BA%B7%E7%A7%91%E5%AD%A6%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都港区六本木１丁目７番２７号,,,,,corporate,5,1,koeki_name_matched_official_url_needed
187,八洲環境技術振興財団,公益財団法人八洲環境技術振興財団,公益財団法人八洲環境技術振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%85%AB%E6%B4%B2%E7%92%B0%E5%A2%83%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都港区新橋三丁目１番１号,,,,,corporate,5,1,koeki_name_matched_official_url_needed
188,兵庫県科学技術振興財団,公益財団法人兵庫県科学技術振興財団,公益財団法人兵庫県科学技術振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%85%B5%E5%BA%AB%E7%9C%8C%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,兵庫県,兵庫県神戸市須磨区行平町３丁目１番１２号,,,,,corporate,5,1,koeki_name_matched_official_url_needed
189,内藤科学技術振興財団,公益財団法人内藤科学技術振興財団,公益財団法人内藤科学技術振興財団,http://www.naitozaidan.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%86%85%E8%97%A4%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,愛知県,愛知県名古屋市中川区福住町２番２６号,,,,,corporate,5,1,official_url_and_koeki_name_matched
190,前田記念工学振興財団,公益財団法人前田記念工学振興財団,公益財団法人前田記念工学振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%89%8D%E7%94%B0%E8%A8%98%E5%BF%B5%E5%B7%A5%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都千代田区九段北４丁目３番１号一口坂中央ビル,,,,,individual,5,1,koeki_name_matched_official_url_needed
191,加藤山崎教育基金,公益財団法人加藤山崎教育基金,公益財団法人加藤山崎教育基金,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8A%A0%E8%97%A4%E5%B1%B1%E5%B4%8E%E6%95%99%E8%82%B2%E5%9F%BA%E9%87%91,yes,内閣府,東京都世田谷区喜多見１丁目１８番６号,,,,,individual,5,1,koeki_name_matched_official_url_needed
192,加藤科学振興会,公益財団法人加藤科学振興会,公益財団法人加藤科学振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8A%A0%E8%97%A4%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E4%BC%9A,yes,内閣府,東京都千代田区大手町２丁目２番１号新大手町ビル新館２Ｆ２６０区ＴＤＫ株式会社大手町分室内,,,,,individual,5,1,koeki_name_matched_official_url_needed
193,加藤記念奨学会,公益財団法人加藤記念奨学会,公益財団法人加藤記念奨学会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8A%A0%E8%97%A4%E8%A8%98%E5%BF%B5%E5%A5%A8%E5%AD%A6%E4%BC%9A,yes,岐阜県,岐阜県本巣市仏生寺８５９番地の１,,,,,academic,5,1,koeki_name_matched_official_url_needed
194,医学教育振興財団,公益財団法人医学教育振興財団,公益財団法人医学教育振興財団,https://www.jmef.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8C%BB%E5%AD%A6%E6%95%99%E8%82%B2%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都文京区湯島１丁目９番１５号,,,,,corporate,5,1,official_url_and_koeki_name_matched
